Id	|	Name	|	Description	|	Power	|	Accuracy	|	PP	|	TypeId
167	|	Triple-Kick	|	Inflicts regular damage.  Hits three times in the same turn.  The second hit has double power, and the third hit has triple power.  Each hit has a separate accuracy check, and this move stops if a hit misses.  skill link does not apply.	|	10	|	90	|	10	|	2
168	|	Thief	|	Inflicts regular damage.  If the target is holding an item and the user is not, the user will permanently take the item.  Damage is still inflicted if an item cannot be taken.  Pokémon with sticky hold or multitype are immune to the item theft effect.  The target cannot recover its item with recycle.  This move cannot be selected by assist or metronome.	|	60	|	100	|	25	|	17
169	|	Spider-Web	|	The target cannot switch out normally.  Ignores accuracy and evasion modifiers.  This effect ends when the user leaves the field.  The target may still escape by using baton pass, u turn, or a shed shell.  Both the user and the target pass on this effect with baton pass.	|		|		|	10	|	7
170	|	Mind-Reader	|	If the user targets the same target again before the end of the next turn, the move it uses is guaranteed to hit.  This move itself also ignores accuracy and evasion modifiers.  One-hit KO moves are also guaranteed to hit, as long as the user is equal or higher level than the target.  This effect also allows the user to hit Pokémon that are off the field due to moves such as dig or fly.  If the target uses detect or protect while under the effect of this move, the user is not guaranteed to hit, but has a (100 - accuracy)% chance to break through the protection.  This effect is passed on by baton pass.	|		|		|	5	|	1
171	|	Nightmare	|	Only works on sleeping Pokémon.  Gives the target a nightmare, damaging it for 1/4 its max HP every turn.  If the target wakes up or leaves the field, this effect ends.	|		|	100	|	15	|	8
172	|	Flame-Wheel	|	Inflicts regular damage.  Has a 10% chance to burn the target.  Frozen Pokémon may use this move, in which case they will thaw.	|	60	|	100	|	25	|	10
173	|	Snore	|	Only usable if the user is sleeping.  Inflicts regular damage.  Has a 30% chance to make the target flinch.	|	50	|	100	|	15	|	1
174	|	Curse	|	If the user is a ghost: user pays half its max HP to place a curse on the target, damaging it for 1/4 its max HP every turn. Otherwise: Lowers the user's Speed by one stage, and raises its Attack and Defense by one stage each.  The curse effect is passed on by baton pass.  This move cannot be copied by mirror move.	|		|		|	10	|	8
175	|	Flail	|	Inflicts regular damage.  Power varies inversely with the user's proportional remaining HP.  64 * current HP / max HP / Power -----------------------: / ----:  0– 1                    /  200  2– 5                    /  150  6–12                    /  100 13–21                    /   80 22–42                    /   40 43–64                    /   20 	|		|	100	|	15	|	1
176	|	Conversion-2	|	Changes the user's type to a type either resistant or immune to the last damaging move that hit it.  The new type is selected at random and cannot be a type the user already is.  If there is no eligible new type, this move will fail.	|		|		|	30	|	1
177	|	Aeroblast	|	Inflicts regular damage.  User's critical hit rate is one level higher when using this move.	|	100	|	95	|	5	|	3
178	|	Cotton-Spore	|	Lowers the target's Speed by two stages.	|		|	100	|	40	|	12
179	|	Reversal	|	Inflicts regular damage.  Power varies inversely with the user's proportional remaining HP.  64 * current HP / max HP / Power -----------------------: / ----:  0– 1                    /  200  2– 5                    /  150  6–12                    /  100 13–21                    /   80 22–42                    /   40 43–64                    /   20 	|		|	100	|	15	|	2
180	|	Spite	|	Lowers the PP of the target's last used move by 4.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed, or if its last used move has 0 PP remaining, this move will fail.	|		|	100	|	10	|	8
181	|	Powder-Snow	|	Inflicts regular damage.  Has a 10% chance to freeze the target.	|	40	|	100	|	25	|	15
182	|	Protect	|	No moves will hit the user for the remainder of this turn.  If the user is last to act this turn, this move will fail.  If the user successfully used detect, endure, protect, quick guard, or wide guard on the last turn, this move has a 50% chance to fail.  lock on, mind reader, and no guard provide a (100 – accuracy)% chance for moves to break through this move.  This does not apply to one-hit KO moves (fissure, guillotine, horn drill, and sheer cold); those are always blocked by this move.  thunder during rain dance and blizzard during hail have a 30% chance to break through this move.  The following effects are not prevented by this move:  * acupressure from an ally * curse's curse effect * Delayed damage from doom desire and future sight; however, these moves will be prevented if they are used this turn * feint, which will also end this move's protection after it hits * imprison * perish song * shadow force * Moves that merely copy the user, such as transform or psych up  This move cannot be selected by assist or metronome.	|		|		|	10	|	1
183	|	Mach-Punch	|	Inflicts regular damage.	|	40	|	100	|	30	|	2
184	|	Scary-Face	|	Lowers the target's Speed by two stages.	|		|	100	|	10	|	1
185	|	Feint-Attack	|	Inflicts regular damage.  Ignores accuracy and evasion modifiers.	|	60	|		|	20	|	17
186	|	Sweet-Kiss	|	Confuses the target.	|		|	75	|	10	|	18
187	|	Belly-Drum	|	User pays half its max HP to raise its Attack to +6 stages.  If the user cannot pay the HP cost, this move will fail.	|		|		|	10	|	1
188	|	Sludge-Bomb	|	Inflicts regular damage.  Has a 30% chance to poison the target.	|	90	|	100	|	10	|	4
189	|	Mud-Slap	|	Inflicts regular damage.  Has a 100% chance to lower the target's accuracy by one stage.	|	20	|	100	|	10	|	5
190	|	Octazooka	|	Inflicts regular damage.  Has a 50% chance to lower the target's accuracy by one stage.	|	65	|	85	|	10	|	11
191	|	Spikes	|	Scatters spikes around the opposing field, which damage opposing Pokémon that enter the field for 1/8 of their max HP.  Pokémon immune to ground moves are immune to this damage, except during gravity.  Up to three layers of spikes may be laid down, adding 1/16 to the damage done: two layers of spikes damage for 3/16 max HP, and three layers damage for 1/4 max HP.  wonder guard does not block damage from this effect.  rapid spin removes this effect from its user's side of the field.  defog removes this effect from its target's side of the field.	|		|		|	20	|	5
192	|	Zap-Cannon	|	Inflicts regular damage.  Has a 100% chance to paralyze the target.	|	120	|	50	|	5	|	13
193	|	Foresight	|	Resets the target's evasion to normal and prevents any further boosting until the target leaves the field.  A ghost under this effect takes normal damage from normal and fighting moves.  This move itself ignores accuracy and evasion modifiers.	|		|		|	40	|	1
194	|	Destiny-Bond	|	If the user faints before its next move, the Pokémon that fainted it will automatically faint.  End-of-turn damage is ignored.  This move cannot be selected by assist or metronome.	|		|		|	5	|	8
195	|	Perish-Song	|	Every Pokémon is given a counter that starts at 3 and decreases by 1 at the end of every turn, including this one.  When a Pokémon's counter reaches zero, that Pokémon faints.  A Pokémon that leaves the field will lose its counter; its replacement does not inherit the effect, and other Pokémon's counters remain.  This effect is passed on by baton pass.  This move cannot be copied by mirror move.	|		|		|	5	|	1
196	|	Icy-Wind	|	Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage.	|	55	|	95	|	15	|	15
197	|	Detect	|	No moves will hit the user for the remainder of this turn.  If the user is last to act this turn, this move will fail.  If the user successfully used detect, endure, protect, quick guard, or wide guard on the last turn, this move has a 50% chance to fail.  lock on, mind reader, and no guard provide a (100 – accuracy)% chance for moves to break through this move.  This does not apply to one-hit KO moves (fissure, guillotine, horn drill, and sheer cold); those are always blocked by this move.  thunder during rain dance and blizzard during hail have a 30% chance to break through this move.  The following effects are not prevented by this move:  * acupressure from an ally * curse's curse effect * Delayed damage from doom desire and future sight; however, these moves will be prevented if they are used this turn * feint, which will also end this move's protection after it hits * imprison * perish song * shadow force * Moves that merely copy the user, such as transform or psych up  This move cannot be selected by assist or metronome.	|		|		|	5	|	2
198	|	Bone-Rush	|	Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.	|	25	|	90	|	10	|	5
199	|	Lock-On	|	If the user targets the same target again before the end of the next turn, the move it uses is guaranteed to hit.  This move itself also ignores accuracy and evasion modifiers.  One-hit KO moves are also guaranteed to hit, as long as the user is equal or higher level than the target.  This effect also allows the user to hit Pokémon that are off the field due to moves such as dig or fly.  If the target uses detect or protect while under the effect of this move, the user is not guaranteed to hit, but has a (100 - accuracy)% chance to break through the protection.  This effect is passed on by baton pass.	|		|		|	5	|	1
200	|	Outrage	|	Inflicts regular damage.  User is forced to attack with this move for 2–3 turns,selected at random.  After the last hit, the user becomes confused.  safeguard does not protect against the confusion from this move.	|	120	|	100	|	10	|	16
201	|	Sandstorm	|	Changes the weather to a sandstorm for five turns.  Pokémon that are not ground, rock, or steel take 1/16 their max HP at the end of every turn.  Every rock Pokémon's original Special Defense is raised by 50% for the duration of this effect.  solar beam's power is halved.  moonlight, morning sun, and synthesis only heal 1/4 the user's max HP.	|		|		|	10	|	6
202	|	Giga-Drain	|	Inflicts regular damage.  Drains half the damage inflicted to heal the user.	|	75	|	100	|	10	|	12
203	|	Endure	|	The user's HP cannot be lowered below 1 by any means for the remainder of this turn.  If the user successfully used detect, endure, protect, quick guard, or wide guard on the last turn, this move has a 50% chance to fail.  This move cannot be selected by assist or metronome.	|		|		|	10	|	1
204	|	Charm	|	Lowers the target's Attack by two stages.	|		|	100	|	20	|	18
205	|	Rollout	|	Inflicts regular damage.  User is forced to use this move for five turns.  Power doubles every time this move is used in succession to a maximum of 16x, and resets to normal after the lock-in ends.  If this move misses or becomes unusable, the lock-in ends.  If the user has used defense curl since entering the field, this move has double power.	|	30	|	90	|	20	|	6
206	|	False-Swipe	|	Inflicts regular damage.  Will not reduce the target's HP below 1.	|	40	|	100	|	40	|	1
207	|	Swagger	|	Raises the target's Attack by two stages, then confuses it.  If the target's Attack cannot be raised by two stages, the confusion is not applied.	|		|	85	|	15	|	1
208	|	Milk-Drink	|	Heals the user for half its max HP.	|		|		|	5	|	1
209	|	Spark	|	Inflicts regular damage.  Has a 30% chance to paralyze the target.	|	65	|	100	|	20	|	13
210	|	Fury-Cutter	|	Inflicts regular damage.  Power doubles after every time this move is used, whether consecutively or not, maxing out at 16x.  If this move misses or the user leaves the field, power resets.	|	40	|	95	|	20	|	7
211	|	Steel-Wing	|	Inflicts regular damage. Has a 10% chance to raise the user's Defense one stage.	|	70	|	90	|	25	|	9
212	|	Mean-Look	|	The target cannot switch out normally.  Ignores accuracy and evasion modifiers.  This effect ends when the user leaves the field.  The target may still escape by using baton pass, u turn, or a shed shell.  Both the user and the target pass on this effect with baton pass.	|		|		|	5	|	1
213	|	Attract	|	Causes the target to fall in love with the user, giving it a 50% chance to do nothing each turn.  If the user and target are the same gender, or either is genderless, this move will fail.  If either Pokémon leaves the field, this effect ends.	|		|	100	|	15	|	1
214	|	Sleep-Talk	|	Only usable if the user is sleeping.  Randomly selects and uses one of the user's other three moves.  Use of the selected move requires and costs 0 PP.  This move will not select assist, bide, bounce, chatter, copycat, dig, dive, fly, focus punch, me first, metronome, mirror move, shadow force, skull bash, sky attack, sky drop, sleep talk, solar beam, razor wind, or uproar.  If the selected move requires a recharge turn—i.e., one of blast burn, frenzy plant, giga impact, hydro cannon, hyper beam, roar of time, or rock wrecker—and the user is still sleeping next turn, then it's forced to use this move again and pay another PP for the recharge turn.  This move cannot be copied by mirror move, nor selected by assist, metronome, or sleep talk.	|		|		|	10	|	1
