DexId	|	Name	|	Height	|	Weight	|	Catch_rate	|	Growth_rate	|	Gender_rate	|	Is_baby	|	Is_legendary	|	Is_mythic	|	HP	|	Atk	|	Def	|	SpAtk	|	SpDef	|	Spd	|	ImageId	|	PreviousStageId
653	|	Fennekin	|	4	|	94	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	40	|	45	|	40	|	62	|	60	|	60	|	653	|	
654	|	Braixen	|	10	|	145	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	59	|	59	|	58	|	90	|	70	|	73	|	654	|	653
655	|	Delphox	|	15	|	390	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	75	|	69	|	72	|	114	|	100	|	104	|	655	|	654
656	|	Froakie	|	3	|	70	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	41	|	56	|	40	|	62	|	44	|	71	|	656	|	
657	|	Frogadier	|	6	|	109	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	54	|	63	|	52	|	83	|	56	|	97	|	657	|	656
658	|	Greninja	|	15	|	400	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	72	|	95	|	67	|	103	|	71	|	122	|	658	|	657
659	|	Bunnelby	|	4	|	50	|	255	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	38	|	36	|	38	|	32	|	36	|	57	|	659	|	
660	|	Diggersby	|	10	|	424	|	127	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	85	|	56	|	77	|	50	|	77	|	78	|	660	|	659
661	|	Fletchling	|	3	|	17	|	255	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	50	|	43	|	40	|	38	|	62	|	661	|	
662	|	Fletchinder	|	7	|	160	|	120	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	62	|	73	|	55	|	56	|	52	|	84	|	662	|	661
663	|	Talonflame	|	12	|	245	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	78	|	81	|	71	|	74	|	69	|	126	|	663	|	662
664	|	Scatterbug	|	3	|	25	|	255	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	38	|	35	|	40	|	27	|	25	|	35	|	664	|	
665	|	Spewpa	|	3	|	84	|	120	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	22	|	60	|	27	|	30	|	29	|	665	|	664
666	|	Vivillon	|	12	|	170	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	80	|	52	|	50	|	90	|	50	|	89	|	666	|	665
667	|	Litleo	|	6	|	135	|	220	|	medium-slow	|	7	|	FALSE	|	FALSE	|	FALSE	|	62	|	50	|	58	|	73	|	54	|	72	|	667	|	
668	|	Pyroar	|	15	|	815	|	65	|	medium-slow	|	7	|	FALSE	|	FALSE	|	FALSE	|	86	|	68	|	72	|	109	|	66	|	106	|	668	|	667
669	|	Flabebe	|	1	|	1	|	225	|	medium	|	8	|	FALSE	|	FALSE	|	FALSE	|	44	|	38	|	39	|	61	|	79	|	42	|	669	|	
670	|	Floette	|	2	|	9	|	120	|	medium	|	8	|	FALSE	|	FALSE	|	FALSE	|	54	|	45	|	47	|	75	|	98	|	52	|	670	|	669
671	|	Florges	|	11	|	100	|	45	|	medium	|	8	|	FALSE	|	FALSE	|	FALSE	|	78	|	65	|	68	|	112	|	154	|	75	|	671	|	670
672	|	Skiddo	|	9	|	310	|	200	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	66	|	65	|	48	|	62	|	57	|	52	|	672	|	
673	|	Gogoat	|	17	|	910	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	123	|	100	|	62	|	97	|	81	|	68	|	673	|	672
674	|	Pancham	|	6	|	80	|	220	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	67	|	82	|	62	|	46	|	48	|	43	|	674	|	
675	|	Pangoro	|	21	|	1360	|	65	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	95	|	124	|	78	|	69	|	71	|	58	|	675	|	674
676	|	Furfrou	|	12	|	280	|	160	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	75	|	80	|	60	|	65	|	90	|	102	|	676	|	
677	|	Espurr	|	3	|	35	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	62	|	48	|	54	|	63	|	60	|	68	|	677	|	
678	|	Meowstic	|	6	|	85	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	74	|	48	|	76	|	83	|	81	|	104	|	678	|	677
679	|	Honedge	|	8	|	20	|	180	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	80	|	100	|	35	|	37	|	28	|	679	|	
680	|	Doublade	|	8	|	45	|	90	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	59	|	110	|	150	|	45	|	49	|	35	|	680	|	679
681	|	Aegislash	|	17	|	530	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	50	|	140	|	50	|	140	|	60	|	681	|	680
682	|	Spritzee	|	2	|	5	|	200	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	78	|	52	|	60	|	63	|	65	|	23	|	682	|	
683	|	Aromatisse	|	8	|	155	|	140	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	101	|	72	|	72	|	99	|	89	|	29	|	683	|	682
684	|	Swirlix	|	4	|	35	|	200	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	62	|	48	|	66	|	59	|	57	|	49	|	684	|	
685	|	Slurpuff	|	8	|	50	|	140	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	82	|	80	|	86	|	85	|	75	|	72	|	685	|	684
686	|	Inkay	|	4	|	35	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	53	|	54	|	53	|	37	|	46	|	45	|	686	|	
687	|	Malamar	|	15	|	470	|	80	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	86	|	92	|	88	|	68	|	75	|	73	|	687	|	686
688	|	Binacle	|	5	|	310	|	120	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	42	|	52	|	67	|	39	|	56	|	50	|	688	|	
689	|	Barbaracle	|	13	|	960	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	72	|	105	|	115	|	54	|	86	|	68	|	689	|	688
690	|	Skrelp	|	5	|	73	|	225	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	60	|	60	|	60	|	60	|	30	|	690	|	
691	|	Dragalge	|	18	|	815	|	55	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	65	|	75	|	90	|	97	|	123	|	44	|	691	|	690
692	|	Clauncher	|	5	|	83	|	225	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	53	|	62	|	58	|	63	|	44	|	692	|	
693	|	Clawitzer	|	13	|	353	|	55	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	71	|	73	|	88	|	120	|	89	|	59	|	693	|	692
694	|	Helioptile	|	5	|	60	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	44	|	38	|	33	|	61	|	43	|	70	|	694	|	
695	|	Heliolisk	|	10	|	210	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	62	|	55	|	52	|	109	|	94	|	109	|	695	|	694
696	|	Tyrunt	|	8	|	260	|	45	|	medium	|	1	|	FALSE	|	FALSE	|	FALSE	|	58	|	89	|	77	|	45	|	45	|	48	|	696	|	
697	|	Tyrantrum	|	25	|	2700	|	45	|	medium	|	1	|	FALSE	|	FALSE	|	FALSE	|	82	|	121	|	119	|	69	|	59	|	71	|	697	|	696
698	|	Amaura	|	13	|	252	|	45	|	medium	|	1	|	FALSE	|	FALSE	|	FALSE	|	77	|	59	|	50	|	67	|	63	|	46	|	698	|	
699	|	Aurorus	|	27	|	2250	|	45	|	medium	|	1	|	FALSE	|	FALSE	|	FALSE	|	123	|	77	|	72	|	99	|	92	|	58	|	699	|	698
700	|	Sylveon	|	10	|	235	|	45	|	medium	|	1	|	FALSE	|	FALSE	|	FALSE	|	95	|	65	|	65	|	110	|	130	|	60	|	700	|	133
701	|	Hawlucha	|	8	|	215	|	100	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	78	|	92	|	75	|	74	|	63	|	118	|	701	|	
702	|	Dedenne	|	2	|	22	|	180	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	67	|	58	|	57	|	81	|	67	|	101	|	702	|	
703	|	Carbink	|	3	|	57	|	60	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	50	|	50	|	150	|	50	|	150	|	50	|	703	|	
704	|	Goomy	|	3	|	28	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	50	|	35	|	55	|	75	|	40	|	704	|	
705	|	Sliggoo	|	8	|	175	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	68	|	75	|	53	|	83	|	113	|	60	|	705	|	704
706	|	Goodra	|	20	|	1505	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	90	|	100	|	70	|	110	|	150	|	80	|	706	|	705
707	|	Klefki	|	2	|	30	|	75	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	57	|	80	|	91	|	80	|	87	|	75	|	707	|	
708	|	Phantump	|	4	|	70	|	120	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	43	|	70	|	48	|	50	|	60	|	38	|	708	|	
709	|	Trevenant	|	15	|	710	|	60	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	85	|	110	|	76	|	65	|	82	|	56	|	709	|	708
710	|	Pumpkaboo	|	4	|	50	|	120	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	49	|	66	|	70	|	44	|	55	|	51	|	710	|	
711	|	Gourgeist	|	9	|	125	|	60	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	65	|	90	|	122	|	58	|	75	|	84	|	711	|	710
712	|	Bergmite	|	10	|	995	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	69	|	85	|	32	|	35	|	28	|	712	|	
713	|	Avalugg	|	20	|	5050	|	55	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	95	|	117	|	184	|	44	|	46	|	28	|	713	|	712
714	|	Noibat	|	5	|	80	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	40	|	30	|	35	|	45	|	40	|	55	|	714	|	
715	|	Noivern	|	15	|	850	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	85	|	70	|	80	|	97	|	80	|	123	|	715	|	714
716	|	Xerneas	|	30	|	2150	|	45	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	126	|	131	|	95	|	131	|	98	|	99	|	716	|	
717	|	Yveltal	|	58	|	2030	|	45	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	126	|	131	|	95	|	131	|	98	|	99	|	717	|	
718	|	Zygarde	|	50	|	3050	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	108	|	100	|	121	|	81	|	95	|	95	|	718	|	
719	|	Diancie	|	7	|	88	|	3	|	slow	|	-1	|	FALSE	|	FALSE	|	TRUE	|	50	|	100	|	150	|	100	|	150	|	50	|	719	|	
720	|	Hoopa	|	5	|	90	|	3	|	slow	|	-1	|	FALSE	|	FALSE	|	TRUE	|	80	|	110	|	60	|	150	|	130	|	70	|	720	|	
721	|	Volcanion	|	17	|	1950	|	3	|	slow	|	-1	|	FALSE	|	FALSE	|	TRUE	|	80	|	110	|	120	|	130	|	90	|	70	|	721	|	
722	|	Rowlet	|	3	|	15	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	68	|	55	|	55	|	50	|	50	|	42	|	722	|	
723	|	Dartrix	|	7	|	160	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	78	|	75	|	75	|	70	|	70	|	52	|	723	|	722
724	|	Decidueye	|	16	|	366	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	78	|	107	|	75	|	100	|	100	|	70	|	724	|	723
725	|	Litten	|	4	|	43	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	45	|	65	|	40	|	60	|	40	|	70	|	725	|	
726	|	Torracat	|	7	|	250	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	65	|	85	|	50	|	80	|	50	|	90	|	726	|	725
727	|	Incineroar	|	18	|	830	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	95	|	115	|	90	|	80	|	90	|	60	|	727	|	726
728	|	Popplio	|	4	|	75	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	50	|	54	|	54	|	66	|	56	|	40	|	728	|	
729	|	Brionne	|	6	|	175	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	60	|	69	|	69	|	91	|	81	|	50	|	729	|	728
730	|	Primarina	|	18	|	440	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	80	|	74	|	74	|	126	|	116	|	60	|	730	|	729
731	|	Pikipek	|	3	|	12	|	255	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	35	|	75	|	30	|	30	|	30	|	65	|	731	|	
732	|	Trumbeak	|	6	|	148	|	120	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	85	|	50	|	40	|	50	|	75	|	732	|	731
733	|	Toucannon	|	11	|	260	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	80	|	120	|	75	|	75	|	75	|	60	|	733	|	732
734	|	Yungoos	|	4	|	60	|	255	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	48	|	70	|	30	|	30	|	30	|	45	|	734	|	
735	|	Gumshoos	|	7	|	142	|	127	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	88	|	110	|	60	|	55	|	60	|	45	|	735	|	734
736	|	Grubbin	|	4	|	44	|	255	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	47	|	62	|	45	|	55	|	45	|	46	|	736	|	
737	|	Charjabug	|	5	|	105	|	120	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	57	|	82	|	95	|	55	|	75	|	36	|	737	|	736
738	|	Vikavolt	|	15	|	450	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	77	|	70	|	90	|	145	|	75	|	43	|	738	|	737
739	|	Crabrawler	|	6	|	70	|	225	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	47	|	82	|	57	|	42	|	47	|	63	|	739	|	
740	|	Crabominable	|	17	|	1800	|	60	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	97	|	132	|	77	|	62	|	67	|	43	|	740	|	739
741	|	Oricorio	|	6	|	34	|	45	|	medium	|	6	|	FALSE	|	FALSE	|	FALSE	|	75	|	70	|	70	|	98	|	70	|	93	|	741	|	
742	|	Cutiefly	|	1	|	2	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	40	|	45	|	40	|	55	|	40	|	84	|	742	|	
743	|	Ribombee	|	2	|	5	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	55	|	60	|	95	|	70	|	124	|	743	|	742
744	|	Rockruff	|	5	|	92	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	65	|	40	|	30	|	40	|	60	|	744	|	
745	|	Lycanroc	|	8	|	250	|	90	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	75	|	115	|	65	|	55	|	65	|	112	|	745	|	744
746	|	Wishiwashi	|	2	|	3	|	60	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	20	|	20	|	25	|	25	|	40	|	746	|	
747	|	Mareanie	|	4	|	80	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	53	|	62	|	43	|	52	|	45	|	747	|	
748	|	Toxapex	|	7	|	145	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	63	|	152	|	53	|	142	|	35	|	748	|	747
749	|	Mudbray	|	10	|	1100	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	100	|	70	|	45	|	55	|	45	|	749	|	
750	|	Mudsdale	|	25	|	9200	|	60	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	100	|	125	|	100	|	55	|	85	|	35	|	750	|	749
751	|	Dewpider	|	3	|	40	|	200	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	38	|	40	|	52	|	40	|	72	|	27	|	751	|	
752	|	Araquanid	|	18	|	820	|	100	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	68	|	70	|	92	|	50	|	132	|	42	|	752	|	751
753	|	Fomantis	|	3	|	15	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	40	|	55	|	35	|	50	|	35	|	35	|	753	|	
754	|	Lurantis	|	9	|	185	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	105	|	90	|	80	|	90	|	45	|	754	|	753
755	|	Morelull	|	2	|	15	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	40	|	35	|	55	|	65	|	75	|	15	|	755	|	
756	|	Shiinotic	|	10	|	115	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	45	|	80	|	90	|	100	|	30	|	756	|	755
757	|	Salandit	|	6	|	48	|	120	|	medium	|	1	|	FALSE	|	FALSE	|	FALSE	|	48	|	44	|	40	|	71	|	40	|	77	|	757	|	
758	|	Salazzle	|	12	|	222	|	45	|	medium	|	8	|	FALSE	|	FALSE	|	FALSE	|	68	|	64	|	60	|	111	|	60	|	117	|	758	|	757
759	|	Stufful	|	5	|	68	|	140	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	75	|	50	|	45	|	50	|	50	|	759	|	
760	|	Bewear	|	21	|	1350	|	70	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	120	|	125	|	80	|	55	|	60	|	60	|	760	|	759
761	|	Bounsweet	|	3	|	32	|	235	|	medium-slow	|	8	|	FALSE	|	FALSE	|	FALSE	|	42	|	30	|	38	|	30	|	38	|	32	|	761	|	
762	|	Steenee	|	7	|	82	|	120	|	medium-slow	|	8	|	FALSE	|	FALSE	|	FALSE	|	52	|	40	|	48	|	40	|	48	|	62	|	762	|	761
763	|	Tsareena	|	12	|	214	|	45	|	medium-slow	|	8	|	FALSE	|	FALSE	|	FALSE	|	72	|	120	|	98	|	50	|	98	|	72	|	763	|	762
764	|	Comfey	|	1	|	3	|	60	|	fast	|	6	|	FALSE	|	FALSE	|	FALSE	|	51	|	52	|	90	|	82	|	110	|	100	|	764	|	
765	|	Oranguru	|	15	|	760	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	90	|	60	|	80	|	90	|	110	|	60	|	765	|	
766	|	Passimian	|	20	|	828	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	100	|	120	|	90	|	40	|	60	|	80	|	766	|	
767	|	Wimpod	|	5	|	120	|	90	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	25	|	35	|	40	|	20	|	30	|	80	|	767	|	
768	|	Golisopod	|	20	|	1080	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	75	|	125	|	140	|	60	|	90	|	40	|	768	|	767
769	|	Sandygast	|	5	|	700	|	140	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	55	|	80	|	70	|	45	|	15	|	769	|	
770	|	Palossand	|	13	|	2500	|	60	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	85	|	75	|	110	|	100	|	75	|	35	|	770	|	769
771	|	Pyukumuku	|	3	|	12	|	60	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	60	|	130	|	30	|	130	|	5	|	771	|	
772	|	Type-Null	|	19	|	1205	|	3	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	95	|	95	|	95	|	95	|	95	|	59	|	772	|	
773	|	Silvally	|	23	|	1005	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	95	|	95	|	95	|	95	|	95	|	95	|	773	|	772
774	|	Minior	|	3	|	400	|	30	|	medium-slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	60	|	60	|	100	|	60	|	100	|	60	|	774	|	
775	|	Komala	|	4	|	199	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	65	|	115	|	65	|	75	|	95	|	65	|	775	|	
776	|	Turtonator	|	20	|	2120	|	70	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	78	|	135	|	91	|	85	|	36	|	776	|	
777	|	Togedemaru	|	3	|	33	|	180	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	65	|	98	|	63	|	40	|	73	|	96	|	777	|	
778	|	Mimikyu	|	2	|	7	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	90	|	80	|	50	|	105	|	96	|	778	|	
779	|	Bruxish	|	9	|	190	|	80	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	68	|	105	|	70	|	70	|	70	|	92	|	779	|	
780	|	Drampa	|	30	|	1850	|	70	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	78	|	60	|	85	|	135	|	91	|	36	|	780	|	
781	|	Dhelmise	|	39	|	2100	|	25	|	medium	|	-1	|	FALSE	|	FALSE	|	FALSE	|	70	|	131	|	100	|	86	|	90	|	40	|	781	|	
782	|	Jangmo-O	|	6	|	297	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	55	|	65	|	45	|	45	|	45	|	782	|	
783	|	Hakamo-O	|	12	|	470	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	75	|	90	|	65	|	70	|	65	|	783	|	782
784	|	Kommo-O	|	16	|	782	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	75	|	110	|	125	|	100	|	105	|	85	|	784	|	783
785	|	Tapu-Koko	|	18	|	205	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	70	|	115	|	85	|	95	|	75	|	130	|	785	|	
786	|	Tapu-Lele	|	12	|	186	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	70	|	85	|	75	|	130	|	115	|	95	|	786	|	
787	|	Tapu-Bulu	|	19	|	455	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	70	|	130	|	115	|	85	|	95	|	75	|	787	|	
788	|	Tapu-Fini	|	13	|	212	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	70	|	75	|	115	|	95	|	130	|	85	|	788	|	
789	|	Cosmog	|	2	|	1	|	45	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	43	|	29	|	31	|	29	|	31	|	37	|	789	|	
790	|	Cosmoem	|	1	|	9999	|	45	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	43	|	29	|	131	|	29	|	131	|	37	|	790	|	789
791	|	Solgaleo	|	34	|	2300	|	45	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	137	|	137	|	107	|	113	|	89	|	97	|	791	|	790
792	|	Lunala	|	40	|	1200	|	45	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	137	|	113	|	89	|	137	|	107	|	97	|	792	|	790
793	|	Nihilego	|	12	|	555	|	45	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	109	|	53	|	47	|	127	|	131	|	103	|	793	|	
794	|	Buzzwole	|	24	|	3336	|	45	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	107	|	139	|	139	|	53	|	53	|	79	|	794	|	
795	|	Pheromosa	|	18	|	250	|	45	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	71	|	137	|	37	|	137	|	37	|	151	|	795	|	
796	|	Xurkitree	|	38	|	1000	|	45	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	83	|	89	|	71	|	173	|	71	|	83	|	796	|	
797	|	Celesteela	|	92	|	9999	|	45	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	97	|	101	|	103	|	107	|	101	|	61	|	797	|	
798	|	Kartana	|	3	|	1	|	45	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	59	|	181	|	131	|	59	|	31	|	109	|	798	|	
799	|	Guzzlord	|	55	|	8880	|	45	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	223	|	101	|	53	|	97	|	53	|	43	|	799	|	
800	|	Necrozma	|	24	|	2300	|	255	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	97	|	107	|	101	|	127	|	89	|	79	|	800	|	
801	|	Magearna	|	10	|	805	|	3	|	slow	|	-1	|	FALSE	|	FALSE	|	TRUE	|	80	|	95	|	115	|	130	|	115	|	65	|	801	|	
802	|	Marshadow	|	7	|	222	|	3	|	slow	|	-1	|	FALSE	|	FALSE	|	TRUE	|	90	|	125	|	80	|	90	|	90	|	125	|	802	|	
803	|	Poipole	|	6	|	18	|	45	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	67	|	73	|	67	|	73	|	67	|	73	|	803	|	
804	|	Naganadel	|	36	|	1500	|	45	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	73	|	73	|	73	|	127	|	73	|	121	|	804	|	803
805	|	Stakataka	|	55	|	8200	|	30	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	61	|	131	|	211	|	53	|	101	|	13	|	805	|	
806	|	Blacephalon	|	18	|	130	|	30	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	53	|	127	|	53	|	151	|	79	|	107	|	806	|	
807	|	Zeraora	|	15	|	445	|	3	|	slow	|	-1	|	FALSE	|	FALSE	|	TRUE	|	88	|	112	|	75	|	102	|	80	|	143	|	807	|	
808	|	Meltan	|	2	|	80	|	3	|	slow	|	-1	|	FALSE	|	FALSE	|	TRUE	|	46	|	65	|	65	|	55	|	35	|	34	|	808	|	
809	|	Melmetal	|	25	|	8000	|	3	|	slow	|	-1	|	FALSE	|	FALSE	|	TRUE	|	135	|	143	|	143	|	80	|	65	|	34	|	809	|	808
810	|	Grookey	|	3	|	50	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	50	|	65	|	50	|	40	|	40	|	65	|	810	|	
811	|	Thwackey	|	7	|	140	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	70	|	85	|	70	|	55	|	60	|	80	|	811	|	810
812	|	Rillaboom	|	21	|	900	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	100	|	125	|	90	|	60	|	70	|	85	|	812	|	811
813	|	Scorbunny	|	3	|	45	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	50	|	71	|	40	|	40	|	40	|	69	|	813	|	
814	|	Raboot	|	6	|	90	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	65	|	86	|	60	|	55	|	60	|	94	|	814	|	813
815	|	Cinderace	|	14	|	330	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	80	|	116	|	75	|	65	|	75	|	119	|	815	|	814
816	|	Sobble	|	3	|	40	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	50	|	40	|	40	|	70	|	40	|	70	|	816	|	
